rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
11,doi:10.1609/aaai.v38i16.29782,LLM vs Small Model? Large Language Model Based Text Augmentation Enhanced Personality Detection Model,2024,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v38i16.29782,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
12,doi:10.1002/rob.22356,Vision detection and path planning of mobile robots for rebar binding,2024,Journal of Field Robotics,https://doi.org/10.1002/rob.22356,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
13,doi:10.1177/0278364913482017,Topology-based representations for motion planning and generalization in dynamic environments with interactions,2013,The International Journal of Robotics Research,https://doi.org/10.1177/0278364913482017,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
14,doi:10.3389/frobt.2023.1221739,Learning to reason over scene graphs: a case study of finetuning GPT-2 into a robot language model for grounded task planning,2023,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2023.1221739,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
15,doi:10.3390/rs16132355,Change Detection Methods for Remote Sensing in the Last Decade: A Comprehensive Review,2024,Remote Sensing,https://doi.org/10.3390/rs16132355,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
16,doi:10.3390/app15179247,From Detection to Understanding: A Systematic Survey of Deep Learning for Scene Text Processing,2025,Applied Sciences,https://doi.org/10.3390/app15179247,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
17,doi:10.1109/icra.2017.7989503,Collision detection for 3D rigid body motion planning with narrow passages,2017,2017 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra.2017.7989503,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
18,arxiv:2404.06442v2,QueSTMaps: Queryable Semantic Topological Maps for 3D Scene Understanding,2024,arXiv,http://arxiv.org/abs/2404.06442v2,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
19,doi:10.61096/978-81-990998-4-5_3,Real-time Scene Detection on Edge Devices: Leveraging YOLOv10n for Contextual Understanding,2025,Machine Learning in Research and Practice: A Multidisciplinary Perspective,https://doi.org/10.61096/978-81-990998-4-5_3,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
20,doi:10.61096/978-81-990998-5-2_3,Real-time Scene Detection on Edge Devices: Leveraging YOLOv10n for Contextual Understanding,2025,Machine Learning in Research and Practice: A Multidisciplinary Perspective,https://doi.org/10.61096/978-81-990998-5-2_3,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
21,doi:10.3390/ijgi11040246,Urban Change Detection from Aerial Images Using Convolutional Neural Networks and Transfer Learning,2022,ISPRS International Journal of Geo-Information,https://doi.org/10.3390/ijgi11040246,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
22,doi:10.47472/rijg3216,Expanding an understanding of urban resilience in the realm of adaptation planning,2019,Proceedings of the 55th ISOCARP World Planning Congress,https://doi.org/10.47472/rijg3216,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
23,doi:10.1016/s0042-6989(00)00054-7,Failure to detect changes in color for lines rotating in depth: the effects of grouping and type of color change,2000,Vision Research,https://doi.org/10.1016/s0042-6989(00)00054-7,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
24,doi:10.3390/ijgi15040161,SSPRCD: Scene Graph-Based Street-Scene Spatial Positional Relation Change Detection with Graph Differencing and Structural Quantification,2026,ISPRS International Journal of Geo-Information,https://doi.org/10.3390/ijgi15040161,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
25,doi:10.1108/ir-04-2025-0142,Vision-based human–robot object handover in dynamic environments: a safety-aware framework with real-time anthropomorphic planning,2026,Industrial Robot: the international journal of robotics research and application,https://doi.org/10.1108/ir-04-2025-0142,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
26,doi:10.3390/rs14174225,Detecting Object-Level Scene Changes in Images with Viewpoint Differences Using Graph Matching,2022,Remote Sensing,https://doi.org/10.3390/rs14174225,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
27,arxiv:2504.21716v1,LLM-Empowered Embodied Agent for Memory-Augmented Task Planning in Household Robotics,2025,arXiv,http://arxiv.org/abs/2504.21716v1,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
28,doi:10.1108/ria-09-2022-0226,Long-term robot manipulation task planning with scene graph and semantic knowledge,2023,Robotic Intelligence and Automation,https://doi.org/10.1108/ria-09-2022-0226,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
29,doi:10.1108/ir-11-2024-0521,Cross-viewpoint robust object association and mapping for semantic scene understanding,2025,Industrial Robot: the international journal of robotics research and application,https://doi.org/10.1108/ir-11-2024-0521,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
30,arxiv:2409.11870v1,SpotLight: Robotic Scene Understanding through Interaction and Affordance Detection,2024,arXiv,http://arxiv.org/abs/2409.11870v1,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
31,doi:10.1016/j.rcim.2021.102304,Vision-based holistic scene understanding towards proactive human–robot collaboration,2022,Robotics and Computer-Integrated Manufacturing,https://doi.org/10.1016/j.rcim.2021.102304,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
32,doi:10.1016/j.robot.2023.104580,"Towards comprehensive understanding of pedestrians for autonomous driving: Efficient multi-task-learning-based pedestrian detection, tracking and attribute recognition",2024,Robotics and Autonomous Systems,https://doi.org/10.1016/j.robot.2023.104580,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
33,doi:10.3390/w17142111,Intelligent Flood Scene Understanding Using Computer Vision-Based Multi-Object Tracking,2025,Water,https://doi.org/10.3390/w17142111,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
34,doi:10.54254/2755-2721/2025.ast27134,Integrating Motion Planning in Vision Language Action Agents,2025,Applied and Computational Engineering,https://doi.org/10.54254/2755-2721/2025.ast27134,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
35,doi:10.3390/vehicles8020028,Real-Time 3D Scene Understanding for Road Safety: Depth Estimation and Object Detection for Autonomous Vehicle Awareness,2026,Vehicles,https://doi.org/10.3390/vehicles8020028,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
36,doi:10.20517/ir.2022.18,An informative planning-based multi-layer robot navigation system as applied in a poultry barn,2022,Intelligence & Robotics,https://doi.org/10.20517/ir.2022.18,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
37,doi:10.2139/ssrn.6486785,VAST-Planner: Efficient Quadrotor Motion Planning via Voronoi-BasedAdaptive Topology and Joint Spatial-Temporal Optimization,,,https://doi.org/10.2139/ssrn.6486785,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
38,doi:10.3390/rs12101688,Change Detection Based on Artificial Intelligence: State-of-the-Art and Challenges,2020,Remote Sensing,https://doi.org/10.3390/rs12101688,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
39,doi:10.1038/s41598-025-24838-3,Uncertainty weighted multi task learning for robust traffic scene semantic understanding,2025,Scientific Reports,https://doi.org/10.1038/s41598-025-24838-3,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
40,doi:10.1109/case59546.2024.10711845,Vision-language model-driven scene understanding and robotic object manipulation,2024,2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),https://doi.org/10.1109/case59546.2024.10711845,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
41,doi:10.1109/icra57147.2024.10610599,Optimal Scene Graph Planning with Large Language Model Guidance,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra57147.2024.10610599,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
42,doi:10.3390/app9102110,"A Survey on Deep Learning-Driven Remote Sensing Image Scene Understanding: Scene Classification, Scene Retrieval and Scene-Guided Object Detection",2019,Applied Sciences,https://doi.org/10.3390/app9102110,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
43,doi:10.1142/s2301385025500566,DMTM: Fast Obstacle Detection and Tracking for Motion Planning,2025,Unmanned Systems,https://doi.org/10.1142/s2301385025500566,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
44,arxiv:2207.05006v1,TASKOGRAPHY: Evaluating robot task planning over large 3D scene graphs,2022,arXiv,http://arxiv.org/abs/2207.05006v1,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
45,arxiv:2602.23545v2,Planning under Distribution Shifts with Causal POMDPs,2026,arXiv,http://arxiv.org/abs/2602.23545v2,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
46,doi:10.1109/wacvw65960.2025.00115,Evaluating Multimodal Vision-Language Model Prompting Strategies for Visual Question Answering in Road Scene Understanding,2025,2025 IEEE/CVF Winter Conference on Applications of Computer Vision Workshops (WACVW),https://doi.org/10.1109/wacvw65960.2025.00115,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
47,doi:10.1006/cviu.1998.0711,Efficient Scene Change Detection and Camera Motion Annotation for Video Classification,1998,Computer Vision and Image Understanding,https://doi.org/10.1006/cviu.1998.0711,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
48,doi:10.1177/0278364905060132,Using Workspace Information as a Guide to Non-uniform Sampling in Probabilistic Roadmap Planners,2005,The International Journal of Robotics Research,https://doi.org/10.1177/0278364905060132,Addresses robot scene understanding or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Workspace topology change detection keeps action-critical alternatives explicit until a physical observation collapses them.
